Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	InSPI2_R1	InSPI2_R2	LSP_R1	LSP_R2
sense	NC_017718.1	Protein Homology	CDS	46892	47476	.	-	0	ID=cds-WP_001037987.1;Parent=gene-SL1344_RS24490;Dbxref=GenBank:WP_001037987.1;Name=WP_001037987.1;gbkey=CDS;gene=traX;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001037983.1;locus_tag=SL1344_RS24490;product=IncI1-type conjugal transfer protein TraX;protein_id=WP_001037987.1;transl_table=11	0.0	0.0	0.0	0.8817339354271146
sense	NC_017718.1	RefSeq	gene	47505	48707	.	-	.	ID=gene-SL1344_RS24495;Name=traW;gbkey=Gene;gene=traW;gene_biotype=protein_coding;locus_tag=SL1344_RS24495;old_locus_tag=SL1344_P2_0058	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	47505	48707	.	-	0	ID=cds-WP_001189161.1;Parent=gene-SL1344_RS24495;Dbxref=GenBank:WP_001189161.1;Name=WP_001189161.1;gbkey=CDS;gene=traW;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001387490.1;locus_tag=SL1344_RS24495;product=IncI1-type conjugal transfer protein TraW;protein_id=WP_001189161.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	48674	49288	.	-	.	ID=gene-SL1344_RS26425;Name=traV;gbkey=Gene;gene=traV;gene_biotype=protein_coding;locus_tag=SL1344_RS26425;old_locus_tag=SL1344_P2_0059	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	48674	49288	.	-	0	ID=cds-WP_000337399.1;Parent=gene-SL1344_RS26425;Dbxref=GenBank:WP_000337399.1;Name=WP_000337399.1;gbkey=CDS;gene=traV;inference=COORDINATES: similar to AA sequence:RefSeq:WP_000337395.1;locus_tag=SL1344_RS26425;product=IncI1-type conjugal transfer protein TraV;protein_id=WP_000337399.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	49288	52332	.	-	.	ID=gene-SL1344_RS24500;Name=traU;gbkey=Gene;gene=traU;gene_biotype=protein_coding;locus_tag=SL1344_RS24500;old_locus_tag=SL1344_P2_0060	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	49288	52332	.	-	0	ID=cds-WP_001024779.1;Parent=gene-SL1344_RS24500;Dbxref=GenBank:WP_001024779.1;Name=WP_001024779.1;gbkey=CDS;gene=traU;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001024789.1;locus_tag=SL1344_RS24500;product=IncI1-type conjugal transfer protein TraU;protein_id=WP_001024779.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	52422	53222	.	-	.	ID=gene-SL1344_RS24505;Name=traT;gbkey=Gene;gene=traT;gene_biotype=protein_coding;locus_tag=SL1344_RS24505;old_locus_tag=SL1344_P2_0061	0.1715324783937793	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	52422	53222	.	-	0	ID=cds-WP_001164788.1;Parent=gene-SL1344_RS24505;Dbxref=GenBank:WP_001164788.1;Name=WP_001164788.1;gbkey=CDS;gene=traT;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001164783.1;locus_tag=SL1344_RS24505;product=IncI1-type conjugal transfer protein TraT;protein_id=WP_001164788.1;transl_table=11	0.1715324783937793	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	53206	53394	.	-	.	ID=gene-SL1344_RS24510;Name=traS;gbkey=Gene;gene=traS;gene_biotype=protein_coding;locus_tag=SL1344_RS24510;old_locus_tag=SL1344_P2_0062	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	53206	53394	.	-	0	ID=cds-WP_001277255.1;Parent=gene-SL1344_RS24510;Dbxref=GenBank:WP_001277255.1;Name=WP_001277255.1;gbkey=CDS;gene=traS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001277253.1;locus_tag=SL1344_RS24510;product=putative conjugal transfer protein TraS;protein_id=WP_001277255.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	53458	53862	.	-	.	ID=gene-SL1344_RS24515;Name=traR;gbkey=Gene;gene=traR;gene_biotype=protein_coding;locus_tag=SL1344_RS24515;old_locus_tag=SL1344_P2_0063	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	53458	53862	.	-	0	ID=cds-WP_000086957.1;Parent=gene-SL1344_RS24515;Dbxref=GenBank:WP_000086957.1;Name=WP_000086957.1;gbkey=CDS;gene=traR;inference=COORDINATES: similar to AA sequence:RefSeq:WP_000086965.1;locus_tag=SL1344_RS24515;product=IncI1-type conjugal transfer protein TraR;protein_id=WP_000086957.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	53913	54440	.	-	.	ID=gene-SL1344_RS24520;Name=traQ;gbkey=Gene;gene=traQ;gene_biotype=protein_coding;locus_tag=SL1344_RS24520;old_locus_tag=SL1344_P2_0064	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	53913	54440	.	-	0	ID=cds-WP_001055569.1;Parent=gene-SL1344_RS24520;Dbxref=GenBank:WP_001055569.1;Name=WP_001055569.1;gbkey=CDS;gene=traQ;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001055571.1;locus_tag=SL1344_RS24520;product=conjugal transfer protein TraQ;protein_id=WP_001055569.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	54440	55144	.	-	.	ID=gene-SL1344_RS24525;Name=traP;gbkey=Gene;gene=traP;gene_biotype=protein_coding;locus_tag=SL1344_RS24525;old_locus_tag=SL1344_P2_0065	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	54440	55144	.	-	0	ID=cds-WP_000801920.1;Parent=gene-SL1344_RS24525;Dbxref=GenBank:WP_000801920.1;Name=WP_000801920.1;gbkey=CDS;gene=traP;inference=COORDINATES: similar to AA sequence:RefSeq:WP_000801920.1;locus_tag=SL1344_RS24525;product=IncI1-type conjugal transfer protein TraP;protein_id=WP_000801920.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	55144	56433	.	-	.	ID=gene-SL1344_RS24530;Name=traO;gbkey=Gene;gene=traO;gene_biotype=protein_coding;locus_tag=SL1344_RS24530;old_locus_tag=SL1344_P2_0066	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	55144	56433	.	-	0	ID=cds-WP_001272005.1;Parent=gene-SL1344_RS24530;Dbxref=GenBank:WP_001272005.1;Name=WP_001272005.1;gbkey=CDS;gene=traO;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001272004.1;locus_tag=SL1344_RS24530;product=conjugal transfer protein TraO;protein_id=WP_001272005.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	56436	57419	.	-	.	ID=gene-SL1344_RS24535;Name=traN;gbkey=Gene;gene=traN;gene_biotype=protein_coding;locus_tag=SL1344_RS24535;old_locus_tag=SL1344_P2_0067	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	56436	57419	.	-	0	ID=cds-WP_001191877.1;Parent=gene-SL1344_RS24535;Dbxref=GenBank:WP_001191877.1;Name=WP_001191877.1;gbkey=CDS;gene=traN;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001191879.1;locus_tag=SL1344_RS24535;product=IncI1-type conjugal transfer protein TraN;protein_id=WP_001191877.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	57430	58122	.	-	.	ID=gene-SL1344_RS24540;Name=SL1344_RS24540;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24540;old_locus_tag=SL1344_P2_0068	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	57430	58122	.	-	0	ID=cds-WP_000138548.1;Parent=gene-SL1344_RS24540;Dbxref=GenBank:WP_000138548.1;Name=WP_000138548.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_000138553.1;locus_tag=SL1344_RS24540;product=DotI/IcmL family type IV secretion protein;protein_id=WP_000138548.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	58119	58466	.	-	.	ID=gene-SL1344_RS24545;Name=SL1344_RS24545;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24545;old_locus_tag=SL1344_P2_0069	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	58119	58466	.	-	0	ID=cds-WP_001055900.1;Parent=gene-SL1344_RS24545;Dbxref=GenBank:WP_001055900.1;Name=WP_001055900.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001629514.1;locus_tag=SL1344_RS24545;product=conjugal transfer protein;protein_id=WP_001055900.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	58484	62251	.	-	.	ID=gene-SL1344_RS24550;Name=SL1344_RS24550;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24550;old_locus_tag=SL1344_P2_0071	0.03646430870313621	0.0	0.04635741690221816	0.0
sense	NC_017718.1	Protein Homology	CDS	58484	62251	.	-	0	ID=cds-WP_001141529.1;Parent=gene-SL1344_RS24550;Dbxref=GenBank:WP_001141529.1;Name=WP_001141529.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016231897.1;locus_tag=SL1344_RS24550;product=LPD7 domain-containing protein;protein_id=WP_001141529.1;transl_table=11	0.03646430870313621	0.0	0.04635741690221816	0.0
sense	NC_017718.1	RefSeq	gene	62341	62892	.	-	.	ID=gene-SL1344_RS24555;Name=SL1344_RS24555;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24555;old_locus_tag=SL1344_P2_0072	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	62341	62892	.	-	0	ID=cds-WP_000014583.1;Parent=gene-SL1344_RS24555;Dbxref=GenBank:WP_000014583.1;Name=WP_000014583.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001493807.1;locus_tag=SL1344_RS24555;product=phospholipase D family protein;protein_id=WP_000014583.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	62907	63197	.	-	.	ID=gene-SL1344_RS26430;Name=SL1344_RS26430;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS26430;old_locus_tag=SL1344_P2_0073	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	62907	63197	.	-	0	ID=cds-WP_001299214.1;Parent=gene-SL1344_RS26430;Dbxref=GenBank:WP_001299214.1;Name=WP_001299214.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001542523.1;locus_tag=SL1344_RS26430;product=hypothetical protein;protein_id=WP_001299214.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	63194	64342	.	-	.	ID=gene-SL1344_RS24560;Name=traJ;gbkey=Gene;gene=traJ;gene_biotype=protein_coding;locus_tag=SL1344_RS24560;old_locus_tag=SL1344_P2_0074	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	63194	64342	.	-	0	ID=cds-WP_001024972.1;Parent=gene-SL1344_RS24560;Dbxref=GenBank:WP_001024972.1;Name=WP_001024972.1;gbkey=CDS;gene=traJ;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001480051.1;locus_tag=SL1344_RS24560;product=plasmid transfer ATPase TraJ;protein_id=WP_001024972.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	64339	65157	.	-	.	ID=gene-SL1344_RS24565;Name=traI;gbkey=Gene;gene=traI;gene_biotype=protein_coding;locus_tag=SL1344_RS24565;old_locus_tag=SL1344_P2_0075	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	64339	65157	.	-	0	ID=cds-WP_000646098.1;Parent=gene-SL1344_RS24565;Dbxref=GenBank:WP_000646098.1;Name=WP_000646098.1;gbkey=CDS;gene=traI;inference=COORDINATES: similar to AA sequence:RefSeq:WP_000646098.1;locus_tag=SL1344_RS24565;product=IncI1-type conjugal transfer lipoprotein TraI;protein_id=WP_000646098.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	65154	65612	.	-	.	ID=gene-SL1344_RS24570;Name=traH;gbkey=Gene;gene=traH;gene_biotype=protein_coding;locus_tag=SL1344_RS24570;old_locus_tag=SL1344_P2_0076	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	65154	65612	.	-	0	ID=cds-WP_001079808.1;Parent=gene-SL1344_RS24570;Dbxref=GenBank:WP_001079808.1;Name=WP_001079808.1;gbkey=CDS;gene=traH;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001079808.1;locus_tag=SL1344_RS24570;product=IncI1-type conjugal transfer lipoprotein TraH;protein_id=WP_001079808.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	66007	66591	.	-	.	ID=gene-SL1344_RS24575;Name=SL1344_RS24575;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24575;old_locus_tag=SL1344_P2_0077	0.0	0.0	0.2985893109189026	0.0
sense	NC_017718.1	Protein Homology	CDS	66007	66591	.	-	0	ID=cds-WP_000977522.1;Parent=gene-SL1344_RS24575;Dbxref=GenBank:WP_000977522.1;Name=WP_000977522.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001542524.1;locus_tag=SL1344_RS24575;product=histidine phosphatase family protein;protein_id=WP_000977522.1;transl_table=11	0.0	0.0	0.2985893109189026	0.0
sense	NC_017718.1	RefSeq	gene	66651	67853	.	-	.	ID=gene-SL1344_RS24580;Name=SL1344_RS24580;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24580;old_locus_tag=SL1344_P2_0078	0.11421239833201764	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	66651	67853	.	-	0	ID=cds-WP_000976351.1;Parent=gene-SL1344_RS24580;Dbxref=GenBank:WP_000976351.1;Name=WP_000976351.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003557916.1;locus_tag=SL1344_RS24580;product=conjugal transfer protein TraF;protein_id=WP_000976351.1;transl_table=11	0.11421239833201764	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	67938	68762	.	-	.	ID=gene-SL1344_RS24585;Name=traE;gbkey=Gene;gene=traE;gene_biotype=protein_coding;locus_tag=SL1344_RS24585;old_locus_tag=SL1344_P2_0079	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	67938	68762	.	-	0	ID=cds-WP_001238939.1;Parent=gene-SL1344_RS24585;Dbxref=GenBank:WP_001238939.1;Name=WP_001238939.1;gbkey=CDS;gene=traE;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001238927.1;locus_tag=SL1344_RS24585;product=conjugal transfer protein TraE;protein_id=WP_001238939.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	68913	70067	.	-	.	ID=gene-SL1344_RS24590;Name=SL1344_RS24590;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24590;old_locus_tag=SL1344_P2_0080	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	68913	70067	.	-	0	ID=cds-WP_001139957.1;Parent=gene-SL1344_RS24590;Dbxref=GenBank:WP_001139957.1;Name=WP_001139957.1;Ontology_term=GO:0006310,GO:0015074,GO:0003677;gbkey=CDS;go_function=DNA binding|0003677||IEA;go_process=DNA recombination|0006310||IEA,DNA integration|0015074||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001396170.1;locus_tag=SL1344_RS24590;product=tyrosine-type recombinase/integrase;protein_id=WP_001139957.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	70758	71006	.	+	.	ID=gene-SL1344_RS27340;Name=SL1344_RS27340;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS27340;old_locus_tag=SL1344_P2_0083	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	70758	71006	.	+	0	ID=cds-WP_001349157.1;Parent=gene-SL1344_RS27340;Dbxref=GenBank:WP_001349157.1;Name=WP_001349157.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001349157.1;locus_tag=SL1344_RS27340;product=hypothetical protein;protein_id=WP_001349157.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	71003	72295	.	-	.	ID=gene-SL1344_RS24600;Name=SL1344_RS24600;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24600;old_locus_tag=SL1344_P2_0085	0.10626257942259647	0.0	0.13509261166864503	0.0
sense	NC_017718.1	Protein Homology	CDS	71003	72295	.	-	0	ID=cds-WP_001417545.1;Parent=gene-SL1344_RS24600;Dbxref=GenBank:WP_001417545.1;Name=WP_001417545.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012565250.1;locus_tag=SL1344_RS24600;product=shufflon system plasmid conjugative transfer pilus tip adhesin PilV;protein_id=WP_001417545.1;transl_table=11	0.10626257942259647	0.0	0.13509261166864503	0.0
sense	NC_017718.1	RefSeq	gene	72295	72951	.	-	.	ID=gene-SL1344_RS26440;Name=SL1344_RS26440;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS26440;old_locus_tag=SL1344_P2_0086	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	72295	72951	.	-	0	ID=cds-WP_001193553.1;Parent=gene-SL1344_RS26440;Dbxref=GenBank:WP_001193553.1;Name=WP_001193553.1;Ontology_term=GO:0004190,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=aspartic-type endopeptidase activity|0004190||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001193550.1;locus_tag=SL1344_RS26440;product=prepilin peptidase;protein_id=WP_001193553.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	72936	73496	.	-	.	ID=gene-SL1344_RS24605;Name=SL1344_RS24605;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24605;old_locus_tag=SL1344_P2_0087	0.0	0.0	0.31136318518281286	0.0
sense	NC_017718.1	Protein Homology	CDS	72936	73496	.	-	0	ID=cds-WP_000014116.1;Parent=gene-SL1344_RS24605;Dbxref=GenBank:WP_000014116.1;Name=WP_000014116.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001774171.1;locus_tag=SL1344_RS24605;product=lytic transglycosylase domain-containing protein;protein_id=WP_000014116.1;transl_table=11	0.0	0.0	0.31136318518281286	0.0
sense	NC_017718.1	RefSeq	gene	73506	74120	.	-	.	ID=gene-SL1344_RS24610;Name=SL1344_RS24610;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24610;old_locus_tag=SL1344_P2_0088	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	73506	74120	.	-	0	ID=cds-WP_000959785.1;Parent=gene-SL1344_RS24610;Dbxref=GenBank:WP_000959785.1;Name=WP_000959785.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_000959783.1;locus_tag=SL1344_RS24610;product=type 4 pilus major pilin;protein_id=WP_000959785.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	74138	75235	.	-	.	ID=gene-SL1344_RS24615;Name=SL1344_RS24615;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24615;old_locus_tag=SL1344_P2_0089	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	74138	75235	.	-	0	ID=cds-WP_001208805.1;Parent=gene-SL1344_RS24615;Dbxref=GenBank:WP_001208805.1;Name=WP_001208805.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001699973.1;locus_tag=SL1344_RS24615;product=type II secretion system F family protein;protein_id=WP_001208805.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	75248	76801	.	-	.	ID=gene-SL1344_RS24620;Name=SL1344_RS24620;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24620;old_locus_tag=SL1344_P2_0090	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	75248	76801	.	-	0	ID=cds-WP_000362202.1;Parent=gene-SL1344_RS24620;Dbxref=GenBank:WP_000362202.1;Name=WP_000362202.1;Ontology_term=GO:0009306,GO:0005524,GO:0016887,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA;go_process=protein secretion|0009306||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_000362202.1;locus_tag=SL1344_RS24620;product=GspE/PulE family protein;protein_id=WP_000362202.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	76812	77264	.	-	.	ID=gene-SL1344_RS24625;Name=pilP;gbkey=Gene;gene=pilP;gene_biotype=protein_coding;locus_tag=SL1344_RS24625;old_locus_tag=SL1344_P2_0091	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	76812	77264	.	-	0	ID=cds-WP_001247336.1;Parent=gene-SL1344_RS24625;Dbxref=GenBank:WP_001247336.1;Name=WP_001247336.1;Ontology_term=GO:0009297;gbkey=CDS;gene=pilP;go_process=pilus assembly|0009297||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001247331.1;locus_tag=SL1344_RS24625;product=type IV pilus biogenesis protein PilP;protein_id=WP_001247336.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	77251	78546	.	-	.	ID=gene-SL1344_RS24630;Name=pilO2;gbkey=Gene;gene=pilO2;gene_biotype=protein_coding;locus_tag=SL1344_RS24630;old_locus_tag=SL1344_P2_0092	0.0	0.22166580912145087	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	77251	78546	.	-	0	ID=cds-WP_000752774.1;Parent=gene-SL1344_RS24630;Dbxref=GenBank:WP_000752774.1;Name=WP_000752774.1;gbkey=CDS;gene=pilO2;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001682966.1;locus_tag=SL1344_RS24630;product=type 4b pilus protein PilO2;protein_id=WP_000752774.1;transl_table=11	0.0	0.22166580912145087	0.0	0.0
sense	NC_017718.1	RefSeq	gene	78539	80221	.	-	.	ID=gene-SL1344_RS24635;Name=SL1344_RS24635;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24635;old_locus_tag=SL1344_P2_0093	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	78539	80221	.	-	0	ID=cds-WP_000748143.1;Parent=gene-SL1344_RS24635;Dbxref=GenBank:WP_000748143.1;Name=WP_000748143.1;Ontology_term=GO:0009297,GO:0009306,GO:0019867;gbkey=CDS;go_component=outer membrane|0019867||IEA;go_process=pilus assembly|0009297||IEA,protein secretion|0009306||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001744074.1;locus_tag=SL1344_RS24635;product=PilN family type IVB pilus formation outer membrane protein;protein_id=WP_000748143.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	80235	80672	.	-	.	ID=gene-SL1344_RS24640;Name=pilM;gbkey=Gene;gene=pilM;gene_biotype=protein_coding;locus_tag=SL1344_RS24640;old_locus_tag=SL1344_P2_0094	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	80235	80672	.	-	0	ID=cds-WP_000539807.1;Parent=gene-SL1344_RS24640;Dbxref=GenBank:WP_000539807.1;Name=WP_000539807.1;gbkey=CDS;gene=pilM;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001744073.1;locus_tag=SL1344_RS24640;product=type IV pilus biogenesis protein PilM;protein_id=WP_000539807.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	80672	81739	.	-	.	ID=gene-SL1344_RS24645;Name=pilL;gbkey=Gene;gene=pilL;gene_biotype=protein_coding;locus_tag=SL1344_RS24645;old_locus_tag=SL1344_P2_0095	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	80672	81739	.	-	0	ID=cds-WP_000742600.1;Parent=gene-SL1344_RS24645;Dbxref=GenBank:WP_000742600.1;Name=WP_000742600.1;gbkey=CDS;gene=pilL;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001360287.1;locus_tag=SL1344_RS24645;product=type IV pilus biogenesis lipoprotein PilL;protein_id=WP_000742600.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	81773	82363	.	-	.	ID=gene-SL1344_RS27950;Name=SL1344_RS27950;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS27950;old_locus_tag=SL1344_P2_0096	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	81773	82363	.	-	0	ID=cds-WP_001334619.1;Parent=gene-SL1344_RS27950;Dbxref=GenBank:WP_001334619.1;Name=WP_001334619.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001334619.1;locus_tag=SL1344_RS27950;product=hypothetical protein;protein_id=WP_001334619.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	82413	82865	.	-	.	ID=gene-SL1344_RS24650;Name=SL1344_RS24650;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24650;old_locus_tag=SL1344_P2_0097	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	82413	82865	.	-	0	ID=cds-WP_000008893.1;Parent=gene-SL1344_RS24650;Dbxref=GenBank:WP_000008893.1;Name=WP_000008893.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_000008891.1;locus_tag=SL1344_RS24650;product=hypothetical protein;protein_id=WP_000008893.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	82908	83162	.	-	.	ID=gene-SL1344_RS24655;Name=SL1344_RS24655;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24655;old_locus_tag=SL1344_P2_0098	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	82908	83162	.	-	0	ID=cds-WP_001136192.1;Parent=gene-SL1344_RS24655;Dbxref=GenBank:WP_001136192.1;Name=WP_001136192.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001136193.1;locus_tag=SL1344_RS24655;product=PilI type IV pilus biogenesis protein;protein_id=WP_001136192.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	83430	83996	.	-	.	ID=gene-SL1344_RS24660;Name=traD;gbkey=Gene;gene=traD;gene_biotype=protein_coding;locus_tag=SL1344_RS24660;old_locus_tag=SL1344_P2_0100	0.0	0.0	0.0	0.0
